Fecha,Producto,Región,Ventas
2023-09-18,D,Oeste,191
2023-12-14,A,Sur,184
2023-06-22,C,Este,92
2023-04-30,D,Sur,110
2024-12-17,D,Este,432
2023-01-21,A,Este,206
2023-09-18,C,Oeste,212
2023-12-23,B,Oeste,174
2023-12-15,C,Este,337
2023-12-04,B,Sur,135
2024-05-01,D,Centro,356
2024-09-01,D,Norte,159
2024-04-24,B,Norte,238
2023-04-12,C,Oeste,298
2024-07-31,C,Este,267
2024-12-20,B,Este,255
2023-09-20,A,Norte,227
2023-11-27,B,Sur,298
2023-03-29,B,Sur,200
2024-09-25,C,Sur,168
2024-08-30,D,Centro,301
2024-08-31,B,Norte,246
2024-12-24,B,Centro,555
2023-03-12,D,Este,186
2023-09-14,C,Norte,164
2024-08-28,D,Centro,222
2023-12-09,B,Norte,184
2023-09-26,D,Norte,206
2023-05-22,C,Centro,333
2024-07-09,B,Oeste,182
2024-10-18,C,Centro,191
2023-06-09,A,Centro,140
2024-02-03,B,Centro,261
2023-03-04,D,Oeste,312
2023-12-27,B,Este,436
2024-02-23,C,Sur,133
2023-08-07,D,Oeste,114
2023-08-24,D,Sur,104
2024-10-18,A,Sur,143
2023-02-15,D,Centro,143
2024-04-17,D,Norte,235
2023-06-16,B,Centro,153
2024-11-08,C,Este,292
2023-12-23,D,Oeste,205
2023-03-25,C,Oeste,142
2023-08-25,A,Centro,393
2024-02-27,B,Centro,188
2023-02-16,A,Centro,263
2023-09-10,C,Norte,118
2023-07-28,D,Este,115
2024-12-02,C,Oeste,242
2024-07-25,A,Este,306
2024-02-11,B,Norte,112
2024-05-24,A,Sur,265
2024-11-02,A,Centro,480
2024-09-17,C,Norte,107
2024-02-14,B,Oeste,140
2024-06-20,C,Este,149
2023-04-10,A,Sur,235
2024-09-09,A,Centro,243
2023-04-15,B,Este,357
2023-04-07,B,Este,157
2023-07-24,D,Este,188
2023-11-05,B,Este,207
2023-04-14,C,Centro,306
2023-02-08,D,Centro,370
2023-10-24,C,Este,266
2023-09-07,A,Centro,157
2023-06-02,C,Oeste,131
2024-10-03,A,Oeste,129
2023-07-13,A,Sur,212
2023-03-03,C,Centro,397
2024-03-29,C,Norte,335
2023-10-11,A,Centro,264
2024-06-15,D,Este,200
2023-06-15,B,Centro,208
2023-05-24,B,Norte,291
2023-09-20,D,Centro,130
2023-09-06,D,Este,217
2024-08-11,A,Sur,164
2023-09-05,A,Norte,234
2023-10-20,C,Sur,185
2023-10-23,C,Norte,184
2023-06-08,A,Centro,286
2024-02-17,C,Este,269
2023-05-27,B,Norte,297
2024-08-11,C,Este,273
2023-04-21,B,Sur,319
2024-07-13,D,Sur,135
2024-12-24,A,Norte,389
2023-06-15,A,Oeste,126
2024-06-25,B,Norte,183
2023-07-17,D,Oeste,299
2024-06-26,A,Oeste,247
2023-11-09,B,Norte,322
2024-07-06,C,Norte,273
2024-02-22,A,Oeste,127
2024-10-19,A,Centro,304
2023-09-21,A,Oeste,176
2024-12-23,C,Norte,323
2023-08-18,D,Sur,157
2024-07-09,B,Norte,274
2023-05-27,C,Oeste,195
2024-03-19,A,Norte,261
2023-11-28,A,Este,293
2023-09-29,A,Este,208
2024-05-19,A,Oeste,292
2023-09-07,C,Centro,206
2023-05-10,A,Centro,346
2024-04-20,D,Centro,410
2023-01-07,C,Centro,253
2023-05-26,C,Norte,151
2024-05-29,A,Oeste,166
2024-05-23,A,Este,177
2023-12-21,D,Oeste,366
2023-07-23,C,Oeste,251
2024-06-05,D,Oeste,143
2023-12-24,B,Norte,286
2023-09-22,D,Este,196
2024-06-20,C,Este,145
2024-01-27,D,Norte,300
2023-05-16,B,Centro,323
2024-08-09,B,Oeste,235
2023-05-02,B,Centro,344
2023-09-01,B,Sur,204
2023-05-26,B,Centro,263
2023-01-09,A,Este,214
2023-02-10,A,Este,136
2023-03-17,A,Sur,163
2023-04-26,B,Oeste,320
2023-09-27,B,Centro,146
2024-04-08,C,Norte,228
2023-07-23,B,Norte,232
2023-02-09,D,Sur,251
2023-04-20,A,Sur,293
2023-07-15,C,Sur,237
2023-11-21,A,Sur,274
2024-10-25,B,Este,194
2023-08-11,B,Norte,134
2023-07-11,C,Norte,162
2023-04-25,A,Centro,353
2024-09-29,C,Este,219
2023-10-11,D,Norte,237
2023-08-11,C,Oeste,281
2024-05-28,A,Este,276
2023-05-26,D,Sur,97
2023-01-25,B,Centro,144
2023-12-21,C,Oeste,312
2024-07-31,B,Norte,144
2023-11-05,C,Este,319
2024-02-05,B,Norte,285
2023-09-04,B,Sur,180
2023-12-23,D,Oeste,271
2023-11-01,B,Oeste,222
2024-06-28,A,Centro,183
2024-03-08,D,Centro,352
2024-02-06,B,Sur,223
2024-11-24,A,Sur,369
2023-08-16,B,Este,247
2023-06-10,A,Norte,241
2023-03-21,D,Norte,339
2024-03-27,D,Norte,252
2023-10-31,D,Centro,378
2023-12-11,D,Centro,505
2023-03-28,A,Norte,343
2024-03-13,C,Centro,286
2024-11-22,D,Este,289
2024-05-04,D,Este,183
2023-02-24,C,Oeste,151
2023-08-06,A,Norte,159
2024-02-28,C,Oeste,209
2023-07-28,A,Oeste,172
2023-04-10,B,Este,325
2024-04-22,A,Sur,340
2024-11-05,D,Centro,553
2024-01-27,B,Este,226
2023-01-03,C,Norte,276
2023-05-10,B,Este,249
2023-04-15,B,Este,135
2023-07-19,C,Este,111
2024-10-10,B,Este,161
2024-07-26,B,Oeste,270
2023-02-15,A,Oeste,149
2023-11-17,D,Este,196
2024-08-09,A,Norte,190
2023-11-02,B,Centro,559
2024-08-19,A,Este,312
2024-07-27,A,Centro,336
2023-09-20,A,Norte,237
2023-09-21,D,Sur,109
2024-08-30,D,Oeste,272
2023-08-15,A,Este,227
2024-03-13,A,Norte,143
2024-12-25,A,Centro,587
2023-10-31,A,Centro,215
2024-06-20,D,Norte,116
2023-11-20,B,Norte,408
2024-08-24,C,Centro,248
2023-05-12,B,Oeste,186
2023-01-18,C,Este,250
2023-03-01,A,Oeste,267
2023-10-12,B,Oeste,236
2024-01-28,A,Oeste,129
2024-07-02,A,Norte,187
2024-09-22,D,Sur,177
2023-11-24,B,Sur,261
2023-09-30,B,Norte,181
2024-02-20,D,Norte,259
2023-02-21,C,Oeste,161
2023-10-03,A,Sur,139
2024-01-12,D,Sur,198
2023-01-09,D,Sur,142
2024-10-18,D,Oeste,129
2024-01-19,B,Oeste,198
2024-10-10,C,Sur,185
2023-08-29,A,Oeste,138
2023-12-22,C,Norte,343
2023-07-15,A,Norte,270
2023-02-02,C,Centro,284
2024-05-04,A,Oeste,291
2024-06-17,C,Norte,209
2024-04-12,D,Centro,369
2024-01-22,A,Centro,338
2024-08-15,D,Centro,352
2024-02-07,A,Centro,408
2023-10-07,C,Centro,360
2023-02-05,D,Norte,252
2023-08-08,A,Sur,259
2023-12-31,B,Este,208
2023-07-01,A,Norte,260
2023-06-06,B,Norte,168
2024-04-16,A,Centro,195
2023-01-14,C,Norte,187
2024-10-20,A,Sur,156
2023-08-01,A,Oeste,171
2024-02-14,A,Este,170
2023-06-22,B,Este,215
2024-03-16,D,Oeste,264
2024-12-27,C,Centro,518
2023-08-12,B,Centro,352
2023-10-22,C,Este,128
2024-01-25,D,Norte,103
2024-04-05,C,Este,158
2023-10-27,D,Este,254
2024-02-05,D,Sur,113
2023-10-12,B,Oeste,125
2024-12-10,A,Centro,431
2023-04-30,D,Norte,150
2024-04-27,D,Sur,116
2023-07-11,A,Sur,268
2023-06-16,A,Sur,166
2024-08-10,D,Este,121
2023-12-24,C,Centro,392
2024-07-25,D,Sur,150
2024-06-23,C,Centro,121
2023-12-11,D,Centro,386
2024-06-02,A,Sur,131
2023-01-12,C,Sur,152
2024-07-08,B,Este,233
2023-09-24,D,Centro,286
2023-02-03,C,Oeste,260
2024-03-11,A,Este,315
2023-10-02,A,Norte,258
2023-08-10,A,Centro,158
2024-12-29,C,Centro,203
2024-03-26,B,Centro,338
2023-11-14,A,Norte,440
2023-11-09,A,Sur,178
2023-02-07,B,Norte,234
2023-03-12,B,Oeste,314
2023-10-18,C,Oeste,128
2024-01-12,A,Sur,251
2023-06-07,A,Centro,134
2024-04-14,C,Este,185
2024-11-20,B,Sur,351
2024-07-05,C,Centro,144
2024-12-05,B,Oeste,396
2024-10-26,C,Este,219
2023-06-29,D,Centro,270
2023-06-20,A,Norte,190
2023-01-17,A,Norte,256
2023-11-04,B,Norte,399
2024-08-07,D,Norte,209
2024-12-17,D,Norte,258
2023-07-15,C,Este,185
2023-09-17,D,Este,211
2023-06-13,D,Centro,162
2024-12-02,B,Norte,382
2023-07-07,B,Norte,188
2024-10-30,B,Sur,207
2023-05-29,B,Este,167
2023-08-31,B,Sur,215
2024-08-15,B,Norte,178
2024-06-06,C,Sur,103
2024-06-17,C,Sur,129
2023-09-09,A,Oeste,208
2023-05-12,B,Este,162
2024-11-15,D,Centro,448
2023-03-16,D,Sur,285
2023-07-20,C,Norte,178
2023-11-11,A,Sur,262
2024-05-01,C,Sur,183
2024-05-29,B,Oeste,235
2023-04-05,C,Este,263
2023-06-20,B,Centro,264
2024-03-28,D,Norte,355
2024-08-22,B,Sur,252
2023-06-14,D,Centro,210
2023-04-22,D,Oeste,248
2023-12-11,A,Oeste,186
2023-10-20,A,Este,198
2023-06-23,D,Norte,151
2023-01-06,D,Sur,135
2023-04-30,D,Centro,390
2023-08-21,D,Sur,239
2024-07-17,A,Centro,277
2023-07-03,C,Centro,216
2023-08-04,A,Sur,251
2023-12-26,C,Norte,196
2023-01-01,D,Sur,240
2024-10-21,B,Sur,171
2024-05-11,A,Centro,265
2023-03-31,A,Centro,336
2023-09-01,B,Norte,128
2023-10-27,D,Norte,126
2024-09-30,B,Este,200
2023-07-07,A,Este,243
2023-09-10,C,Este,225
2023-01-11,B,Oeste,185
2024-03-21,D,Sur,209
2023-09-09,C,Oeste,78
2023-03-31,B,Centro,232
2023-10-04,B,Este,246
2023-05-14,A,Este,235
2023-07-14,A,Oeste,281
2024-02-01,A,Norte,253
2024-07-05,C,Oeste,98
2023-02-09,C,Sur,175
2024-01-13,C,Este,100
2024-07-23,D,Norte,135
2023-04-22,C,Centro,168
2023-05-06,A,Norte,201
2023-05-14,A,Este,157
2023-05-10,A,Centro,417
2024-01-30,C,Norte,279
2023-07-21,A,Oeste,283
2024-01-22,C,Oeste,273
2023-05-18,B,Centro,234
2024-04-02,D,Sur,200
2023-02-13,C,Sur,220
2024-12-22,C,Este,344
2023-06-30,B,Oeste,168
2024-09-01,D,Sur,108
2024-02-21,B,Centro,258
2024-07-01,A,Norte,290
2024-05-28,D,Centro,253
2024-10-16,C,Centro,148
2024-09-03,A,Este,96
2023-01-26,B,Centro,323
2023-11-14,B,Centro,432
2023-12-03,D,Centro,347
2024-02-22,C,Este,159
2024-09-02,A,Oeste,249
2024-04-05,D,Este,295
2023-04-02,D,Este,177
2024-04-13,A,Oeste,327
2024-09-18,C,Este,106
2023-06-14,A,Oeste,130
2023-05-23,A,Norte,217
2023-09-13,A,Este,212
2024-08-09,A,Oeste,317
2023-07-19,C,Sur,140
2023-04-16,D,Norte,216
2023-08-07,B,Sur,259
2024-06-17,C,Centro,296
2024-05-30,D,Sur,99
2023-02-01,B,Oeste,129
2023-10-11,C,Norte,154
2023-01-29,D,Sur,112
2024-11-05,A,Centro,289
2023-05-10,B,Norte,286
2024-03-13,D,Sur,246
2023-02-07,D,Sur,261
2023-01-20,B,Norte,259
2024-01-01,C,Centro,345
2023-07-17,A,Centro,288
2024-11-20,A,Oeste,249
2024-06-23,A,Sur,126
2023-10-04,A,Sur,272
2023-06-15,B,Centro,115
2023-01-04,D,Sur,102
2024-10-29,A,Norte,284
2023-06-22,C,Centro,129
2023-01-05,D,Este,158
2024-12-15,C,Oeste,143
2024-05-30,D,Oeste,285
2023-01-11,C,Centro,291
2024-09-23,C,Norte,186
2023-03-09,A,Sur,298
2024-05-22,C,Este,133
2023-11-14,B,Centro,407
2023-03-20,D,Este,145
2024-02-04,C,Oeste,283
2023-01-08,D,Centro,343
2024-04-08,A,Centro,173
2023-05-18,A,Centro,245
2023-02-18,A,Centro,260
2024-02-18,C,Sur,150
2024-09-19,C,Sur,111
2023-03-21,B,Este,294
2023-11-29,B,Norte,261
2023-04-05,A,Norte,271
2024-08-11,A,Este,234
2024-02-14,C,Sur,106
2024-07-26,C,Centro,264
2024-12-27,A,Centro,379
2024-12-01,A,Centro,476
2024-08-13,D,Norte,282
2024-12-21,C,Este,163
2024-05-05,D,Centro,211
2023-05-28,A,Este,299
2023-10-27,A,Sur,255
2024-11-18,A,Norte,168
2024-01-30,C,Norte,227
2023-02-03,A,Oeste,314
2024-11-16,B,Centro,585
2023-06-24,C,Este,224
2023-01-06,A,Norte,325
2024-01-04,D,Sur,144
2024-02-17,C,Norte,269
2023-11-13,C,Centro,511
2023-09-27,A,Oeste,124
2024-12-31,C,Norte,219
2024-01-14,A,Norte,211
2023-07-03,D,Este,221
2023-04-11,A,Este,163
2023-09-10,D,Sur,131
2024-10-13,C,Sur,150
2023-04-10,B,Centro,341
2023-08-25,C,Sur,217
2024-04-23,D,Oeste,196
2023-05-21,C,Sur,160
2023-11-12,D,Norte,244
2024-02-09,C,Centro,192
2024-02-03,C,Centro,209
2023-12-15,A,Norte,264
2023-12-24,B,Centro,360
2024-04-05,B,Sur,197
2023-04-03,A,Oeste,319
2024-09-27,A,Norte,128
2024-07-05,C,Centro,179
2023-09-14,B,Centro,255
2023-08-11,B,Oeste,115
2024-10-19,B,Norte,163
2023-07-16,D,Centro,176
2024-01-18,B,Este,125
2023-11-22,A,Este,425
2024-07-30,D,Este,213
2023-08-27,B,Este,192
2023-12-09,D,Este,399
2024-07-30,A,Oeste,313
2023-10-26,D,Centro,386
2024-01-07,C,Oeste,172
2024-04-24,D,Norte,169
2023-02-12,A,Centro,306
2023-08-01,A,Sur,292
2023-07-14,B,Sur,134
2024-01-03,D,Norte,180
2023-07-15,B,Centro,310
2024-10-28,D,Oeste,271
2024-07-13,A,Oeste,237
2024-02-08,D,Centro,154
2024-10-14,D,Este,265
2024-04-22,A,Oeste,238
2023-03-25,C,Oeste,205
2024-10-01,A,Este,261
2024-11-30,D,Oeste,178
2024-01-03,B,Centro,347
2024-08-15,B,Sur,182
2024-02-04,D,Este,248
2024-09-10,D,Norte,184
2023-10-03,C,Sur,241
2023-01-30,D,Sur,198
2024-06-15,D,Sur,213
2024-03-28,D,Sur,118
2023-07-05,C,Sur,100
2023-06-06,C,Norte,117
2024-05-24,A,Sur,152
2023-06-17,B,Este,112
2023-05-22,D,Norte,180
2024-05-06,C,Sur,254
2023-04-09,D,Oeste,122
2024-08-06,C,Sur,236
2023-06-07,A,Centro,225
2023-08-29,C,Centro,176
2023-04-13,C,Sur,152
2024-03-16,A,Centro,403
2024-05-12,B,Norte,139
2024-05-29,C,Oeste,221
2024-06-05,C,Centro,199
2023-10-19,C,Norte,261
2024-05-20,B,Norte,164
2024-01-24,D,Norte,170
2024-01-04,B,Oeste,297
2024-04-08,D,Norte,331
2023-02-17,D,Sur,230
2023-03-13,D,Centro,332
2024-01-08,B,Sur,171
2023-09-05,D,Sur,149
2023-01-02,B,Sur,106
2024-02-24,B,Este,220
2024-01-20,D,Este,271
2023-10-27,B,Oeste,297
2023-01-14,B,Oeste,101
2023-05-17,A,Sur,247
2023-04-26,B,Oeste,222
2023-11-03,A,Este,272
2024-01-28,B,Centro,135
2023-04-21,B,Centro,215
2024-04-17,D,Este,342
2023-09-23,B,Oeste,140
2024-12-13,B,Centro,306
2023-03-28,B,Sur,236
2024-10-22,D,Sur,262
2023-08-30,B,Oeste,125
2024-10-25,C,Sur,85
2024-02-01,A,Este,149
2023-09-23,D,Este,120
2024-04-01,C,Norte,272
2023-10-07,B,Este,108
2024-04-27,D,Este,241
2024-11-21,C,Oeste,357
2023-06-30,C,Sur,153
2023-11-18,A,Sur,234
2024-01-20,A,Centro,308
2024-02-03,C,Sur,170
2024-01-30,B,Norte,183
2023-11-19,D,Norte,325
2024-06-24,A,Oeste,233
2024-05-19,B,Sur,111
2023-01-09,D,Sur,225
2023-06-05,D,Centro,256
2023-09-20,C,Centro,216
2024-04-15,A,Centro,199
2023-07-01,C,Sur,183
2024-07-31,B,Norte,170
2024-03-12,A,Oeste,234
2023-05-07,A,Norte,242
2023-02-01,C,Este,125
2023-01-15,B,Norte,116
2023-03-02,D,Centro,196
2024-05-07,C,Este,131
2023-05-30,C,Centro,128
2023-04-25,B,Norte,188
2024-12-23,A,Oeste,371
2024-11-05,C,Este,142
2024-11-28,C,Norte,393
2023-03-03,A,Oeste,151
2023-08-30,A,Oeste,167
2023-01-21,A,Norte,212
2024-11-02,B,Sur,265
2023-04-27,A,Este,163
2023-06-19,B,Este,176
2024-06-02,A,Sur,204
2023-11-12,D,Norte,441
2024-05-04,D,Norte,291
2023-08-03,C,Norte,158
2023-04-09,D,Norte,139
2023-02-28,D,Centro,243
2023-04-20,B,Norte,284
2024-04-05,A,Norte,286
2024-04-17,D,Norte,169
2023-02-25,D,Centro,384
2023-01-04,A,Centro,427
2023-02-27,D,Norte,190
2024-02-19,D,Centro,291
2023-09-15,C,Sur,129
2024-01-22,A,Este,282
2023-01-27,A,Norte,253
2023-12-17,C,Centro,281
2023-06-02,D,Centro,226
2023-06-20,D,Norte,232
2024-01-06,A,Norte,299
2024-09-05,A,Norte,201
2023-06-15,B,Sur,136
2024-03-08,A,Sur,166
2023-08-22,D,Oeste,244
2023-06-27,C,Norte,113
2023-05-12,A,Oeste,214
2023-05-20,C,Oeste,187
2024-01-26,A,Oeste,134
2024-07-28,D,Norte,151
2024-04-21,B,Sur,151
2024-07-08,A,Este,290
2023-10-13,A,Este,122
2023-11-30,A,Sur,215
2023-06-30,B,Norte,187
2024-05-04,A,Este,154
2023-02-22,D,Sur,126
2023-05-26,D,Norte,299
2023-09-21,A,Oeste,147
2024-10-24,B,Sur,171
2023-07-23,A,Sur,231
2023-02-24,A,Centro,284
2023-03-09,C,Norte,150
2023-02-02,D,Centro,353
2024-06-30,C,Este,117
2024-11-10,C,Oeste,384
2023-04-15,A,Este,324
2023-01-06,B,Sur,106
2023-09-25,D,Sur,100
2023-07-21,B,Este,146
2024-12-19,A,Norte,483
2023-12-27,D,Este,202
2023-11-28,A,Norte,249
2023-07-27,A,Norte,222
2023-07-27,C,Norte,246
2024-06-25,D,Centro,194
2024-06-13,B,Norte,189
2023-08-04,C,Centro,247
2023-06-13,D,Este,93
2023-11-06,C,Centro,351
2024-09-08,B,Norte,94
2023-04-03,C,Sur,280
2023-02-14,B,Norte,123
2024-04-30,B,Norte,302
2023-12-22,C,Centro,413
2023-01-18,A,Oeste,113
2024-08-27,D,Centro,243
2024-03-19,A,Norte,275
2024-11-01,B,Sur,230
2023-09-28,C,Sur,175
2023-11-12,B,Este,160
2023-07-30,B,Oeste,114
2024-11-08,C,Centro,203
2024-10-17,C,Sur,135
2023-11-29,A,Sur,412
2023-06-15,A,Norte,140
2023-02-10,B,Sur,251
2024-08-13,A,Sur,103
2023-12-10,A,Centro,347
2023-03-14,C,Este,204
2024-08-02,D,Norte,239
2024-03-25,C,Oeste,312
2023-09-04,A,Centro,218
2024-08-17,B,Centro,146
2023-05-24,C,Este,267
2024-07-07,D,Este,185
2023-07-17,D,Oeste,224
2024-02-20,A,Norte,201
2024-03-21,D,Norte,225
2023-08-02,D,Oeste,169
2024-06-26,C,Centro,156
2024-06-15,B,Sur,165
2023-12-03,A,Norte,310
2024-01-22,B,Oeste,190
2023-02-17,D,Este,253
2024-02-06,C,Centro,344
2023-11-24,B,Centro,234
2023-04-07,B,Norte,169
2023-07-07,C,Centro,318
2024-10-21,C,Oeste,277
2023-08-02,C,Sur,212
2023-07-01,B,Centro,252
2023-02-19,D,Sur,198
2024-03-10,C,Oeste,267
2024-09-11,D,Este,88
2023-05-15,C,Oeste,190
2023-07-06,A,Centro,387
2024-01-30,D,Oeste,175
2023-09-04,D,Este,151
2024-03-19,C,Sur,243
2023-08-08,C,Sur,185
2024-01-24,A,Norte,254
2023-12-24,A,Sur,360
2024-02-02,A,Centro,387
2024-06-19,A,Sur,102
2024-12-04,C,Oeste,344
2024-04-24,B,Centro,255
2024-07-22,A,Norte,194
2024-11-11,B,Oeste,274
2023-10-18,D,Sur,269
2023-08-24,A,Oeste,270
2024-01-02,B,Oeste,185
2024-01-23,A,Norte,214
2024-08-05,A,Oeste,161
2024-01-25,D,Oeste,118
2024-10-23,C,Sur,147
2023-04-10,A,Centro,317
2023-07-07,B,Norte,295
2023-07-28,B,Centro,136
2023-02-01,B,Este,241
2024-12-25,A,Sur,252
2024-07-29,A,Centro,358
2024-08-09,A,Norte,281
2023-06-18,B,Este,178
2024-03-29,B,Norte,348
2023-09-02,B,Oeste,148
2024-09-27,A,Este,198
2024-03-21,D,Este,210
2023-04-08,D,Este,308
2024-08-28,C,Sur,121
2024-06-16,A,Sur,192
2023-07-11,A,Sur,194
2023-12-16,C,Norte,351
2023-08-05,C,Oeste,178
2024-05-13,A,Oeste,159
2023-09-02,C,Norte,98
2023-12-31,B,Norte,420
2023-06-03,C,Norte,224
2024-09-01,B,Centro,254
2023-04-13,B,Sur,177
2024-08-12,A,Centro,291
2023-06-22,B,Sur,128
2023-05-03,C,Oeste,175
2023-03-10,C,Centro,334
2023-09-16,B,Sur,156
2024-10-19,A,Este,188
2024-06-20,B,Sur,105
2024-11-10,A,Centro,561
2023-03-29,C,Sur,283
2023-10-31,A,Centro,247
2023-07-24,D,Sur,137
2023-09-25,B,Este,136
2024-01-25,A,Oeste,111
2024-09-23,B,Sur,84
2023-03-16,A,Centro,243
2023-01-31,C,Este,140
2024-03-23,A,Oeste,237
2023-06-11,A,Sur,197
2024-04-21,A,Oeste,352
2023-02-16,D,Sur,180
2024-08-03,D,Oeste,106
2023-05-23,A,Sur,184
2023-07-11,B,Este,247
2023-03-30,D,Este,186
2023-02-22,B,Centro,256
2024-03-15,C,Oeste,207
2024-11-18,A,Centro,240
2024-05-08,B,Sur,267
2023-08-26,D,Este,280
2023-02-24,B,Norte,222
2023-01-01,C,Oeste,110
2024-05-29,A,Oeste,254
2024-11-01,C,Centro,246
2023-12-16,D,Sur,157
2023-09-28,D,Norte,215
2024-09-30,A,Oeste,217
2024-10-16,A,Sur,289
2023-11-27,A,Norte,252
2024-12-25,C,Este,287
2023-06-20,B,Este,106
2023-01-29,C,Oeste,263
2023-11-07,B,Centro,315
2023-06-08,C,Sur,157
2024-03-11,B,Este,266
2024-09-19,B,Sur,171
2023-04-24,B,Este,294
2023-04-27,A,Norte,372
2024-07-15,D,Oeste,218
2023-08-01,A,Este,236
2024-09-20,C,Sur,96
2023-04-24,A,Sur,253
2024-05-20,B,Oeste,167
2023-01-11,D,Sur,203
2024-07-03,A,Sur,253
2023-08-14,D,Este,177
2023-12-20,A,Centro,585
2023-03-26,C,Norte,322
2023-04-15,A,Centro,396
2024-05-23,A,Oeste,150
2024-02-23,C,Centro,274
2024-11-16,A,Norte,424
2024-05-28,D,Este,297
2023-06-29,C,Centro,231
2024-01-14,A,Centro,286
2023-02-25,D,Norte,173
2023-10-07,C,Centro,363
2024-05-13,B,Centro,213
2024-05-09,C,Sur,89
2023-09-27,B,Norte,120
2023-12-28,A,Este,457
2024-06-02,D,Oeste,160
2024-02-14,B,Centro,369
2024-03-05,D,Norte,138
2024-02-14,A,Norte,222
2023-09-06,C,Oeste,131
2024-04-12,D,Oeste,147
2023-04-22,D,Centro,444
2024-05-03,A,Sur,225
2023-02-23,D,Sur,244
2023-02-12,C,Centro,298
2024-02-21,D,Sur,90
2023-05-03,C,Centro,254
2023-10-04,B,Norte,243
2024-09-15,B,Centro,158
2024-07-07,A,Norte,140
2024-09-26,C,Este,99
2024-01-17,A,Centro,188
2023-02-25,A,Sur,217
2024-12-26,A,Norte,438
2024-04-07,A,Este,314
2023-05-08,D,Sur,179
2023-02-19,B,Este,111
2023-12-16,B,Sur,364
2024-04-08,D,Norte,290
2024-09-05,D,Centro,118
2024-10-15,D,Norte,174
2024-05-08,C,Este,157
2023-12-21,D,Este,259
2024-09-04,C,Norte,167
2023-03-09,C,Oeste,289
2023-06-05,A,Sur,115
2024-08-15,B,Norte,258
2023-07-24,D,Oeste,267
2024-08-31,C,Sur,123
2023-09-09,D,Oeste,209
2023-03-30,B,Sur,168
2024-03-04,B,Oeste,183
2024-12-22,B,Norte,222
2024-12-17,B,Este,424
2023-10-15,D,Sur,244
2023-06-10,A,Norte,222
2023-08-15,C,Este,170
2023-04-26,B,Sur,170
2023-10-24,B,Este,113
2024-04-14,A,Norte,368
2024-02-12,C,Centro,326
2023-03-15,C,Sur,215
2023-09-22,B,Norte,193
2023-03-18,A,Este,314
2023-04-05,B,Sur,154
2024-11-27,C,Norte,357
2023-07-16,B,Centro,289
2024-05-03,C,Centro,223
2024-01-24,B,Este,221
2023-01-15,B,Norte,299
2024-08-19,D,Oeste,271
2024-05-30,A,Norte,176
2024-07-20,C,Oeste,132
2024-10-21,B,Sur,218
2023-12-08,A,Centro,225
2023-10-24,B,Este,171
2023-07-06,A,Este,330
2023-03-14,A,Oeste,322
2024-09-14,B,Oeste,196
2024-03-22,C,Oeste,337
2023-04-30,D,Sur,194
2024-01-26,D,Centro,360
2024-10-05,D,Sur,187
2024-02-05,A,Este,289
2023-02-27,A,Oeste,210
2023-03-18,B,Oeste,285
2024-12-18,B,Norte,304
2023-05-15,B,Sur,115
2023-03-18,A,Este,343
2024-10-12,A,Sur,125
2023-11-01,D,Norte,252
2024-12-31,B,Norte,171
2023-12-18,C,Norte,235
2024-10-19,B,Centro,189
2023-01-08,D,Oeste,201
2023-02-02,D,Centro,309
2023-06-24,D,Oeste,176
2023-05-25,B,Este,249
2024-03-12,D,Sur,158
2024-10-19,A,Este,321
2023-06-07,D,Sur,201
2023-04-07,A,Oeste,297
2023-07-20,C,Sur,135
2023-05-19,D,Centro,266
2024-03-23,B,Centro,383
2024-10-05,A,Centro,340
2024-02-19,C,Norte,212
2024-10-10,D,Oeste,298
2023-03-04,D,Sur,275
2024-09-17,D,Centro,106
2023-10-20,C,Oeste,233
2023-05-05,B,Oeste,139
2024-12-12,C,Sur,283
2023-08-07,C,Sur,152
2024-12-24,A,Este,457
2023-03-23,C,Sur,123
2024-02-28,A,Oeste,287
2024-02-18,C,Norte,209
2024-12-03,B,Este,355
2024-03-23,B,Este,320
2024-03-29,C,Oeste,126
2024-04-28,C,Norte,190
2023-10-26,B,Este,149
2024-06-30,B,Este,228
2023-12-09,B,Este,286
2023-05-29,C,Centro,287
2023-09-22,B,Oeste,121
2024-01-24,D,Este,192
2024-07-03,D,Sur,243
2024-05-24,A,Sur,279
2023-08-02,B,Centro,158
2024-04-17,C,Sur,171
2024-07-17,C,Centro,327
2023-06-25,B,Centro,108
2024-05-05,D,Centro,236
2024-09-12,D,Norte,148
2023-07-13,B,Norte,116
2024-12-06,A,Centro,317
2023-11-27,C,Norte,330
2023-12-02,B,Oeste,339
2024-12-15,A,Sur,368
2023-11-24,C,Centro,522
2023-09-29,C,Oeste,114
2024-06-16,D,Norte,130
2023-03-06,C,Centro,200
2024-02-12,A,Este,243
2024-07-06,B,Oeste,280
2024-12-23,D,Norte,267
2024-07-10,A,Este,240
2024-09-02,B,Centro,110
2024-11-07,C,Centro,401
2023-07-13,C,Norte,266
2024-04-09,A,Centro,255
2023-11-21,B,Norte,277
2024-02-28,B,Oeste,212
2023-07-30,D,Sur,137
2023-01-31,A,Oeste,309
2023-06-05,C,Oeste,190
2023-06-20,A,Centro,210
2023-10-05,B,Centro,315
2023-07-17,B,Centro,300
2024-12-15,A,Sur,381
2024-09-02,B,Centro,172
2023-12-20,D,Norte,307
2024-12-19,B,Norte,415
